Zone,District,Upazilla,Union,THACODE,Mouza,Village,Weight
West,Khulna,Paikgachha,,404764,*Paschim Kanmukhi,Paschim Kanmukhi,0.004499177
West,Khulna,Paikgachha,,404764,*Sannyasidanga,Sannyasidanga,0.004014314
West,Khulna,Paikgachha,,404764,*Sholadana,Sholadana,0.003781782
West,Khulna,Paikgachha,,404764,*Sonakhali,Sonakhali,0.006605829
West,Khulna,Paikgachha,,404764,*Sonamukhi,Sonamukhi,0.021418919
West,Khulna,Phultala,  Damodar Union,404769,*Alka,Alka,0.019160878
West,Khulna,Phultala,,404769,*Damodar,Damodar,0.024646496
West,Khulna,Phultala,,404769,*Damodar,Baran Para,0.018521405
West,Khulna,Phultala,,404769,*Garakhola,Garakhola,0.087002385
West,Khulna,Phultala,,404769,*Garakhola,Basurabad,0.026322105
West,Khulna,Phultala,,404769,*Garakhola,Benepukur,0.019879893
West,Khulna,Phultala,  Jamira Union Total,404769,*Baddaganti,Baddaganti,0.021058163
West,Khulna,Phultala,,404769,*Chatiani,Chatiani,0.020663055
West,Khulna,Phultala,,404769,*Daukona,Daukona,0.018933696
West,Khulna,Phultala,,404769,*Dhopakhola,Dhopakhola,0.020371915
West,Khulna,Phultala,,404769,*Dhopakhola,Patia Banda,0.137697059
West,Khulna,Phultala,,404769,*Dhopakhola,Mujar Ghota,0.021258993
West,Khulna,Phultala,,404769,*Jamira,Jamira,0.020137324
West,Khulna,Phultala,,404769,*Piprail,Piprail,0.03384963
West,Khulna,Phultala,  Phultala Union,404769,*Begunbaria,Begunbaria,0.024661635
West,Khulna,Phultala,,404769,*Dakshin Dihi,Dakshin Dihi,0.073463533
West,Khulna,Phultala,,404769,*Dakshin Dihi,Bajerdanga,0.061611468
West,Khulna,Phultala,,404769,*Dakshin Dihi,Madhyadanga,0.02007085
West,Khulna,Phultala,,404769,*Jogini Pasha,Jogini Pasha,0.022130882
West,Khulna,Phultala,,404769,*Jogini Pasha,Dhakuria,0.023071768
West,Khulna,Phultala,,404769,*Jogini Pasha,Rari Para,0.036733216
West,Khulna,Phultala,,404769,*Naodari,Noadari,0.033646036
West,Khulna,Phultala,,404769,*Naodari,Burirdanga,0.02597608
West,Khulna,Phultala,,404769,*Paygram,Paygram,0.026408876
West,Khulna,Phultala,,404769,*Paygram Kasba,Paygram Kasba,0.037815265
West,Khulna,Phultala,,404769,*Paygram Kasba,Khanjhanpur,0.04504556
West,Khulna,Phultala,,404769,*Tajpur,Tajpur,0.037917729
West,Khulna,Phultala,,404769,*Tartibpur,Tartibpur,0.020525186
West,Khulna,Phultala,,404769,*Uttar Dihi,Uttar Dihi,0.01023364
West,Khulna,Rupsa,  Aijganti Union Total,404775,*Aijganti,Aijganti,0.019569062
West,Khulna,Rupsa,,404775,*Aijganti,Singar Char,0.011245215
West,Khulna,Rupsa,,404775,*Deara,Deara,0.009695765
West,Khulna,Rupsa,,404775,*Durjani Mahal,Durjani Mahal,0.010027391
West,Khulna,Rupsa,,404775,*Durjani Mahal,Shirgati,0.011342361
West,Khulna,Rupsa,,404775,*Jogihati,Jogihati,0.025098626
West,Khulna,Rupsa,,404775,*Khan Mohammadpur,Khan Mohammadpur,0.017419854
West,Khulna,Rupsa,,404775,*Milkey Deara,Milkey Deara,0.017185773
West,Khulna,Rupsa,,404775,*Rajapur,Rajapur,0.011295594
West,Khulna,Rupsa,,404775,*Sulpur,Sulpur,0.00881884
West,Khulna,Rupsa,  Ghatbhogh Union Total,404775,*Alaipur,Alaipur,0.008685835
West,Khulna,Rupsa,,404775,*Alaipur,Anandangar,0.012463419
West,Khulna,Rupsa,,404775,*Alaipur,Putimari,0.010029218
West,Khulna,Rupsa,,404775,*Balati,Balati,0.009386897
West,Khulna,Rupsa,,404775,*Bil Maubhog,Bil Maubgog,0.007601465
West,Khulna,Rupsa,,404775,*Bil Maubhog,Nornia,0.009650053
West,Khulna,Rupsa,,404775,*Bara Jala,Bara Jala,0.010737198
West,Khulna,Rupsa,,404775,*Chandpur,Chandpur,0.010217993
West,Khulna,Rupsa,,404775,*Dakshin Bamundanga,Dakshin Bamundanga,0.011046977
West,Khulna,Rupsa,,404775,*Dhopakhola,Dhopakhola,0.01091744
West,Khulna,Rupsa,,404775,*Dhopakhola,Goal Bari,0.008861476
West,Khulna,Rupsa,,404775,*Doba,Doba,0.010824962
West,Khulna,Rupsa,,404775,*Doba,Natundia,0.010089996
West,Khulna,Rupsa,,404775,*Ghatbhog,Ghatbhog,0.015434856
West,Khulna,Rupsa,,404775,*Ghatbhog,Sindur Danga,0.014361393
West,Khulna,Rupsa,,404775,*Ghatbhog,Bandakhal,0.009860484
West,Khulna,Rupsa,,404775,*Goara,Goara,0.013516226
West,Khulna,Rupsa,,404775,*Narikeli,Narikeli,0.009638111
West,Khulna,Rupsa,,404775,*Pithabhog,Pithabhog,0.008629722
West,Khulna,Rupsa,,404775,*Shiali,Shiali,0.008311931
West,Khulna,Rupsa,,404775,*Shiali,Chandpur,0.011457549
West,Khulna,Rupsa,,404775,*Shiali,Buri Gangni,0.012233277
West,Khulna,Rupsa,  Naihati Union Total,404775,*Amdabad,Amdabad,0.011681117
West,Khulna,Rupsa,,404775,*Baghmara,Baghmara,0.013989884
West,Khulna,Rupsa,,404775,*Char Rupsa,Char Rupsa,0.010806121
West,Khulna,Rupsa,,404775,*Char Sreerampur,Char Sreerampur,0.016621129
West,Khulna,Rupsa,,404775,*Fatehpur,Fatehpur,0.008248013
West,Khulna,Rupsa,,404775,*Jabusa,Jabusa,0.010249501
West,Khulna,Rupsa,,404775,*Ilaipur,Ilaipur,0.014404553
West,Khulna,Rupsa,,404775,*Joypur,Joypur,0.023470408
West,Khulna,Rupsa,,404775,*Khanka,Khanka,0.023166716
West,Khulna,Rupsa,,404775,*Kismat Khulna,Kismat Khulna,0.031810784
West,Khulna,Rupsa,,404775,*Machhuadanga,Machhuadanga,0.009048653
West,Khulna,Rupsa,,404775,*Naihati,Naihati,0.013490636
West,Khulna,Rupsa,,404775,*Nehalpur,Nehalpur,0.016594823
West,Khulna,Rupsa,,404775,*Nehalpur,Debipur,0.014482128
West,Khulna,Rupsa,,404775,*Niklapur,Niklapur,0.012786099
West,Khulna,Rupsa,,404775,*Ramnagar,Ramnagar,0.017470514
West,Khulna,Rupsa,,404775,*Ramnagar,Rahimnagar,0.009491413
West,Khulna,Rupsa,,404775,*Samanta Sena,Samanta Sena,0.014263431
West,Khulna,Rupsa,,404775,*Sreerampur,Sreerampur,0.013896223
West,Khulna,Rupsa,,404775,*Talimpur,Talimpur,0.011759807
West,Khulna,Rupsa,,404775,*Tarulia,Tarulia,0.011878988
West,Khulna,Rupsa,  Sreefaltala Union Total,404775,*Badhal,Badhal,0.013643908
West,Khulna,Rupsa,,404775,*Bak Chandansree,Bak Chandansree,0.011139746
West,Khulna,Rupsa,,404775,*Bhabanipur,Bhabanipur,0.015529501
West,Khulna,Rupsa,,404775,*Bhadraganti,Bhadraganti,0.012134279
West,Khulna,Rupsa,,404775,*Chandraganti,Chandraganti,0.009806362
West,Khulna,Rupsa,,404775,*Domra,Domra,0.014244826
West,Khulna,Rupsa,,404775,*Gaisarganti,Gaisarganti,0.012384335
West,Khulna,Rupsa,,404775,*Hossainpur,Hossainpur,0.011402932
West,Khulna,Rupsa,,404775,*Joar,Joar,0.010708366
West,Khulna,Rupsa,,404775,*Mahishaghuni,Mahishaghuni,0.019161149
West,Khulna,Rupsa,,404775,*Mochabbarpur,Mochabbarpur,0.018909552
West,Khulna,Rupsa,,404775,*Mochabbarpur,Singarchar,0.009020169
West,Khulna,Rupsa,,404775,*Nandanpur,Nandanpur,0.013722027
West,Khulna,Rupsa,,404775,*Peara,Peara,0.009505049
West,Khulna,Rupsa,,404775,*Sreefaltala,Sreefaltala,0.01164048
West,Khulna,Rupsa,  T. S. Bahirdia Union Total,404775,*Armai Panchani,Armai Panchani,0.020195346
West,Khulna,Rupsa,,404775,*Fatehpur Kazidia,Fatehpur Kazidia,0.012237037
West,Khulna,Rupsa,,404775,*Gilatala,Gilatala,0.015889119
West,Khulna,Rupsa,,404775,*Goal Bathan,Goal Bathan,0.008749542
West,Khulna,Rupsa,,404775,*Khojadanga,Khojadanga,0.015969098
West,Khulna,Rupsa,,404775,*Kismat Tilak,Kismat Tilak,0.009715103
West,Khulna,Rupsa,,404775,*Patharghata,Patharghata,0.009515132
West,Khulna,Rupsa,,404775,*Swalpa Bahirdia,Swalpa Bahirdia,0.010412502
West,Khulna,Rupsa,,404775,*Taltala,Taltala,0.008864898
West,Khulna,Rupsa,,404775,*Tilak,Tilak,0.008014682
West,Khulna,Terokhada,  Ajugara Union Total,404794,*Bipra Ajugara,Bipra Ajugara,0.038711817
West,Khulna,Terokhada,,404794,*Bipra Ajugara,Asraf Nagar,0.00617661
West,Khulna,Terokhada,,404794,*Biri Ajugara,Biri Ajugara,0.0069797
West,Khulna,Terokhada,,404794,*Biri Ajugara,Shekpura,0.008304003
West,Khulna,Terokhada,,404794,*Kharbaria,Anandanagar,0.0113096
West,Khulna,Terokhada,,404794,*Kharbaria,Kharbaria,0.00845779
West,Khulna,Terokhada,,404794,*Kharbaria,Shekpura,0.007619055
West,Khulna,Terokhada,,404794,*Purbo Kola,Balarampur,0.013538618
West,Khulna,Terokhada,,404794,*Purbo Kola,Pramodnagar,0.007320556
West,Khulna,Terokhada,,404794,*Purbo Kola,Sreepur,0.007270767
West,Khulna,Terokhada,,404794,*Purbo Kola,Amtala,0.009675002
West,Khulna,Terokhada,,404794,*Rostam Ajugara,Rostam Ajugara,0.00567538
West,Khulna,Terokhada,  Barasat Union,404794,*Barasat,Barasat,0.010942289
West,Khulna,Terokhada,,404794,*Barasat,Rajapur,0.008329583
West,Khulna,Terokhada,,404794,*Barasat,Arrangasia,0.008969691
West,Khulna,Terokhada,,404794,*Barasat,Bhabanipur,0.006482053
West,Khulna,Terokhada,,404794,*Barasat,Pantita,0.011809388
West,Khulna,Terokhada,,404794,*Barasat,Ramchandrapur,0.011344604
West,Khulna,Terokhada,,404794,*Barasat,Mathurapur,0.010443211
West,Khulna,Terokhada,,404794,*Barasat,Uttar Kalinagar,0.005829856
West,Khulna,Terokhada,,404794,*Harikhali,Harikhali,0.006995596
West,Khulna,Terokhada,,404794,*Harikhali,Bhujnia,0.008989108
West,Khulna,Terokhada,,404794,*Harikhali,Sitarampur,0.00815499
West,Khulna,Terokhada,,404794,*Harikhali,Dakshin Kalinagar,0.015205422
West,Khulna,Terokhada,,404794,*Haridasbati,Haridasbati,0.00556449
West,Khulna,Terokhada,,404794,*Katinga,Katinga,0.007505546
West,Khulna,Terokhada,,404794,*Nikhari Katinga,Purba Katinga,0.006507215
West,Khulna,Terokhada,,404794,*Nikhari Katinga,Nikhari,0.01030609
West,Khulna,Terokhada,,404794,*Nikhari Katinga,Abnali,0.009808922
West,Khulna,Terokhada,,404794,*Nikhari Katinga,Kagdi,0.005704154
West,Khulna,Terokhada,  Madhupur Union Total,404794,*Dakshin Kola,Parhaji Gram,0.006039623
West,Khulna,Terokhada,,404794,*Dakshin Kola,Laskar Pur,0.00576226
West,Khulna,Terokhada,,404794,*Dakshin Kola,Mokam Pur,0.006054289
West,Khulna,Terokhada,,404794,*Dakshin Kola,Mollik Pur,0.015966019
West,Khulna,Terokhada,,404794,*Dakshin Kola,Nishipur,0.007930185
West,Khulna,Terokhada,,404794,*Uttar Kola,Naya Barasat,0.009254601
West,Khulna,Terokhada,,404794,*Uttar Kola,Kola,0.013533427
West,Khulna,Terokhada,,404794,*Uttar Kola,Patgati,0.026586128
West,Khulna,Terokhada,,404794,*Uttar Kola,Santipur,0.008363454
West,Khulna,Terokhada,,404794,*Uttar Kola,Madhu Pur,0.082655921
West,Khulna,Terokhada,,404794,*Uttar Kola,Shyam Nagar,0.007031821
West,Khulna,Terokhada,  Sachiadah Union Total,404794,*Chamta,Induhati,0.00786301
West,Khulna,Terokhada,,404794,*Chamta,Patla Kapali Para,0.008459929
West,Khulna,Terokhada,,404794,*Chamta,Kororiya,0.008520036
West,Khulna,Terokhada,,404794,*Kamarol,Matiar Kul,0.009390437
West,Khulna,Terokhada,,404794,*Kamarol,Paschim Noliar Char,0.00737645
West,Khulna,Terokhada,,404794,*Kamarol,Purba Naliar Char,0.006384656
West,Khulna,Terokhada,,404794,*Kamarol,Musalman Para,0.008195101
West,Khulna,Terokhada,,404794,*Kamarol,Bepari Para,0.007049431
West,Khulna,Terokhada,,404794,*Kamarol,Sachiadah,0.006621457
West,Khulna,Terokhada,,404794,*Kamarol,Uttar Kamarol,0.008467509
West,Khulna,Terokhada,,404794,*Kamarol,Madhya Kamarol,0.009415826
West,Khulna,Terokhada,,404794,*Kamarol,Dakshin Kamarol,0.007944982
West,Khulna,Terokhada,,404794,*Kamarol,Patgati,0.006803181
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Adalatpur,0.005984541
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Nachunia,0.007772232
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Chomra,0.006297392
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Patla Namasudra Para,0.006114408
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Char Patla,0.011518982
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Boyargati,0.006992071
West,Khulna,Terokhada,,404794,*Patla Nachunia Gobindapur,Kororiya,0.009758476
West,Khulna,Terokhada,  Sagladah Union Total,404794,*Basundharitala,Basundharitala,0.009285334
West,Khulna,Terokhada,,404794,*Basundharitala,Dankhali No.2,0.007672664
West,Khulna,Terokhada,,404794,*Gazipur,Gazipur,0.00625588
West,Khulna,Terokhada,,404794,*Ichhamati,Ichhamati,0.007665637
West,Khulna,Terokhada,,404794,*Ichhamati,Arkandi,0.010586057
West,Khulna,Terokhada,,404794,*Ichhamati,Sagiadha Bazar,0.009865375
West,Khulna,Terokhada,,404794,*Junari,Junari,0.008667505
West,Khulna,Terokhada,,404794,*Kodla,Kodla,0.006658977
West,Khulna,Terokhada,,404794,*Kumirdanga,Kumirdanga,0.006425995
West,Khulna,Terokhada,,404794,*Kusla,Kusla Uttar Para,0.007079435
West,Khulna,Terokhada,,404794,*Kusla,Dhankhali No.1,0.00813095
West,Khulna,Terokhada,,404794,*Kusla,Char Kusla,0.018933543
West,Khulna,Terokhada,,404794,*Kusla,Boyergati,0.011408322
West,Khulna,Terokhada,,404794,*Kusla,Naodubi,0.022880016
West,Khulna,Terokhada,,404794,*Kusla,Rajnagar,0.009028937
West,Khulna,Terokhada,,404794,*Kusla,Kusla Hindupara,0.006513598
West,Khulna,Terokhada,,404794,*Kusla,Dakshin Kusla,0.011854787
West,Khulna,Terokhada,,404794,*Mandalganti,Mandalganti,0.008651587
West,Khulna,Terokhada,,404794,*Masundia,Masundia,0.00955108
West,Khulna,Terokhada,,404794,*Masundia,Pahardanga,0.006404594
West,Khulna,Terokhada,,404794,*Nebudia,Nebudia,0.010231743
West,Khulna,Terokhada,,404794,*Nebudia,Nolamari,0.01136529
West,Khulna,Terokhada,,404794,*Nebudia,Harikhali,0.008266305
West,Khulna,Terokhada,,404794,*Patiladanga,Patiladanga,0.00616037
West,Khulna,Terokhada,  Terokhada Union,404794,*Atlia,Atlia,0.007542225
West,Khulna,Terokhada,,404794,*Atlia,Arjune Bolodhorna,0.011696138
West,Khulna,Terokhada,,404794,*Atlia,Salikdha,0.007918943
West,Khulna,Terokhada,,404794,*Atlia,Bolodhorna,0.006500942
West,Khulna,Terokhada,,404794,*Atlia,Adampur,0.014966428
West,Khulna,Terokhada,,404794,*Dash Bhaia,Dash Bhaia,0.006909508
West,Khulna,Terokhada,,404794,*Joy Sena,Joy Sena,0.007182828
West,Khulna,Terokhada,,404794,*Pantita,Pantita,0.006928217
West,Khulna,Terokhada,,404794,*Parkhali,Parkhali,0.007684759
West,Khulna,Terokhada,,404794,*Parkhali,Ram Majhi,0.018239931
West,Khulna,Terokhada,,404794,*Parkhali,Bijoynagar,0.012591939
West,Khulna,Terokhada,,404794,*Parkhali,Bil Duria,0.012021781
West,Khulna,Terokhada,,404794,*Parkhali,Phil Kilagar,0.006218757
West,Khulna,Terokhada,,404794,*Terokhada,Terokhada,0.004690721
West,Narail,Kalia,  Babra Hachla Union ,406528,*Babra,Babra,0.003610789
West,Narail,Kalia,  Babra Hachla Union ,406528,*Bagardanga,Narsingpur,0.003733483
West,Narail,Kalia,  Babra Hachla Union ,406528,*Bagardanga,Singerdanga,0.007294433
West,Narail,Kalia,  Babra Hachla Union ,406528,*Barai Para,Barai Para,0.003788136
West,Narail,Kalia,  Babra Hachla Union ,406528,*Kanchanpur,Kanchanpur,0.003876973
West,Narail,Kalia,  Babra Hachla Union ,406528,*Hachla,Hachla,0.003436205
West,Narail,Kalia,  Babra Hachla Union ,406528,*Hachla,Patkhilbari,0.003242153
West,Narail,Kalia,  Babra Hachla Union ,406528,*Hachla,Kalukhali,0.003401382
West,Narail,Kalia,  Babra Hachla Union ,406528,*Jusala,Jusala,0.006371523
West,Narail,Kalia,  Babra Hachla Union ,406528,*Suktagram,Suktagram,0.003242649
West,Narail,Kalia,  Babra Hachla Union ,406528,*Urasi,Urasi,0.014324398
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Babupur (Part),Rajapur,0.004268279
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Babupur (Part),Boranal,0.003424622
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Babupur (Part),Kunjapur,0.003415064
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Babupur (Part),Bhabanipur,0.003792994
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Chhota Kalia (Part),Chandinagar,0.00541825
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Chhota Kalia (Part),Hedayetpur,0.006871168
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Chhota Kalia (Part),Bildhuria,0.209959573
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Kanduri (Part),Bijoynagar,0.006050137
West,Narail,Kalia,  Boranal Eliasabad Union,406528,*Kanduri (Part),Mathabhanga,0.003860721
West,Narail,Kalia,  Bauisena Union ,406528,*Bauisena,Bauisena,0.003492449
West,Narail,Kalia,  Bauisena Union ,406528,*Bauisena,Par Bauisena,0.00381793
West,Narail,Kalia,  Bauisena Union ,406528,*Bauisena,Kanaipur,0.003849606
West,Narail,Kalia,  Bauisena Union ,406528,*Bauisena,Khalishakhali,0.003956264
West,Narail,Kalia,  Bauisena Union ,406528,*Char Kekania,Char Kekania,0.004378096
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Uttar Dumaria,0.004603486
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Dakshin Dumaria,0.003497244
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Ramnagar,0.003398151
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Fulbadina,0.003418596
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Khaljogania,0.007087436
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Nalamara,0.006275156
West,Narail,Kalia,  Bauisena Union ,406528,*Dumaria Ramnagar,Madhupur,0.003663971
West,Narail,Kalia,  Bauisena Union ,406528,*Jogania,Jogania,0.00399708
West,Narail,Kalia,  Bauisena Union ,406528,*Jogania,Dutkora,0.003806001
West,Narail,Kalia,  Bauisena Union ,406528,*Jogania,Sarippur,0.003505258
West,Narail,Kalia,  Hamidpur Union ,406528,*Babupur (Part),Babupur (Part),0.005459383
West,Narail,Kalia,  Hamidpur Union ,406528,*Bhombhag,Bhombhag,0.006425874
West,Narail,Kalia,  Hamidpur Union ,406528,*Bishnupur,Bishnupur,0.005128221
West,Narail,Kalia,  Hamidpur Union ,406528,*Chalitatala,Chalitatala,0.007299649
West,Narail,Kalia,  Hamidpur Union ,406528,*Kulsur (Part),Kulsur (Part),0.003528782
West,Narail,Kalia,  Hamidpur Union ,406528,*Machandapur,Machandapur,0.003761966
West,Narail,Kalia,  Hamidpur Union ,406528,*Madhabpasa,Madhabpasa,0.004145758
West,Narail,Kalia,  Hamidpur Union ,406528,*Madhabpasa,Pukurkul,0.004911841
West,Narail,Kalia,  Hamidpur Union ,406528,*Madhanganti,Madhanganti,0.00433888
West,Narail,Kalia,  Hamidpur Union ,406528,*Madhanganti,Ramanandapur,0.01987581
West,Narail,Kalia,  Hamidpur Union ,406528,*Narayanpur,Narayanpur,0.003934937
West,Narail,Kalia,  Hamidpur Union ,406528,*Satrakhali,Satrakhali,0.003785239
West,Narail,Kalia,  Hamidpur Union ,406528,*Silimpur,Silimpur,0.003700173
West,Narail,Kalia,  Chanchari Union ,406528,*Ambari,Ambari,0.004026355
West,Narail,Kalia,  Chanchari Union ,406528,*Arazi Banshgram,Arazi Banshgram,0.004218938
West,Narail,Kalia,  Chanchari Union ,406528,*Arazi Kaliman,Arazi Kaliman,0.004328824
West,Narail,Kalia,  Chanchari Union ,406528,*Atgharia,Atgharia,0.003408917
West,Narail,Kalia,  Chanchari Union ,406528,*Atlia,Atlia,0.00375638
West,Narail,Kalia,  Chanchari Union ,406528,*Bangram,Banagram,0.005073996
West,Narail,Kalia,  Chanchari Union ,406528,*Bangram,Kaldanga,0.004135937
West,Narail,Kalia,  Chanchari Union ,406528,*Bangram,Dadhantala,0.006086491
West,Narail,Kalia,  Chanchari Union ,406528,*Bishnupur,Bishnupur,0.003501184
West,Narail,Kalia,  Chanchari Union ,406528,*Chanchari,Chanchari,0.003612719
West,Narail,Kalia,  Chanchari Union ,406528,*Chanchari,Dahar Chachari,0.003333973
West,Narail,Kalia,  Chanchari Union ,406528,*Chapulia,Chapulia,0.003722442
West,Narail,Kalia,  Chanchari Union ,406528,*Chapulia,Langalia,0.003402141
West,Narail,Kalia,  Chanchari Union ,406528,*Hariarghop,Hariarghop,0.003614217
West,Narail,Kalia,  Chanchari Union ,406528,*Kadamtala,Kadamtala,0.003338185
West,Narail,Kalia,  Chanchari Union ,406528,*Kaliman,Kaliman,0.010563543
West,Narail,Kalia,  Chanchari Union ,406528,*Krishnapur,Krishnapur,0.00479126
West,Narail,Kalia,  Chanchari Union ,406528,*Mollahdanga,Mollahdanga,0.003902854
West,Narail,Kalia,  Chanchari Union ,406528,*Purba Satgharia,Purba Satgharia,0.004674465
West,Narail,Kalia,  Chanchari Union ,406528,*Sumerukhola,Sumerukhola,0.003729919
West,Narail,Kalia,  Joynagar Union ,406528,*Char Ghenasur,Char Ghenasur,0.003405651
West,Narail,Kalia,  Joynagar Union ,406528,*Char Suktail,Char Suktail,0.004062763
West,Narail,Kalia,  Joynagar Union ,406528,*Dulalganti,Dulalganti,0.003443248
West,Narail,Kalia,  Joynagar Union ,406528,*Dumaria Debdun,Dumaria Debdun,0.003751018
West,Narail,Kalia,  Joynagar Union ,406528,*Gachhbaria,Gachhbaria,0.003856788
West,Narail,Kalia,  Joynagar Union ,406528,*Gachhbaria,Gharibhanga,0.003813419
West,Narail,Kalia,  Joynagar Union ,406528,*Gachhbaria,Bawrir Char,0.00336115
West,Narail,Kalia,  Joynagar Union ,406528,*Joynagar,Joynagar,0.003316265
West,Narail,Kalia,  Joynagar Union ,406528,*Joynagar,Pani Para,0.003409095
West,Narail,Kalia,  Joynagar Union ,406528,*Kamsia,Kamsia,0.004175804
West,Narail,Kalia,  Joynagar Union ,406528,*Kesabpur,Kesabpur,0.004143781
West,Narail,Kalia,  Joynagar Union ,406528,*Naraganti,Naraganti,0.004118091
West,Narail,Kalia,  Joynagar Union ,406528,*Nayanpur,Nayanpur,0.003399628
West,Narail,Kalia,  Joynagar Union ,406528,*Paduma,Paduma,0.004238639
West,Narail,Kalia,  Joynagar Union ,406528,*Rampur,Rampur,0.003913384
West,Narail,Kalia,  Joynagar Union ,406528,*Tebaria,Tebaria,0.003618043
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Uttar Bilaphar,0.004889885
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Gauripur,0.00700687
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Nidhipur,0.008649625
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Kholishakhali,0.004984358
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Shyamnagar,0.003994228
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Dakshin Bilayar,0.003709782
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Ghorakhali,0.003903087
West,Narail,Kalia,  Kalabaria Union ,406528,*Bilaphar,Padmabila,0.003903686
West,Narail,Kalia,  Kalabaria Union ,406528,*Chalna,Chalna,0.003642839
West,Narail,Kalia,  Kalabaria Union ,406528,*Chalna,Lakshmipur,0.003204383
West,Narail,Kalia,  Kalabaria Union ,406528,*Chalna,Harishpur,0.003432869
West,Narail,Kalia,  Kalabaria Union ,406528,*Chalna,Kashipur,0.003865611
West,Narail,Kalia,  Kalabaria Union ,406528,*Kalabaria,Kalabaria,0.004111816
West,Narail,Kalia,  Kalabaria Union ,406528,*Kalabaria,Kalinagar,0.004053505
West,Narail,Kalia,  Kalabaria Union ,406528,*Kalabaria,Shibpur,0.004305841
West,Narail,Kalia,  Kalabaria Union ,406528,*Kanduri (Part),Kanduri,0.003688516
West,Narail,Kalia,  Kalabaria Union ,406528,*Kanduri (Part),Aizpara,0.00344968
West,Narail,Kalia,  Kalabaria Union ,406528,*Kanduri (Part),Sreenagar,0.003508972
West,Narail,Kalia,  Kalabaria Union ,406528,*Kanduri (Part),Ghanashyampur,0.003712465
West,Narail,Kalia,  Kalabaria Union ,406528,*Khamar,Khamar,0.003221919
West,Narail,Kalia,  Kalabaria Union ,406528,*Khamar,Baledanga,0.00344638
West,Narail,Kalia,  Kalabaria Union ,406528,*Khamar,Parkhali,0.004830314
West,Narail,Kalia,  Kalabaria Union ,406528,*Loharganti,Loharganti,0.003958419
West,Narail,Kalia,  Kalabaria Union ,406528,*Mulkhana,Mulkhana,0.00377775
West,Narail,Kalia,  Khasial Union ,406528,*Chorkhali,Chorkhali,0.003564603
West,Narail,Kalia,  Khasial Union ,406528,*Khasial,Khasial,0.004578042
West,Narail,Kalia,  Khasial Union ,406528,*Pakuria,Pakuria,0.003787945
West,Narail,Kalia,  Khasial Union ,406528,*Patna,Patna,0.003519324
West,Narail,Kalia,  Khasial Union ,406528,*Patna,Brahman Patna,0.005358616
West,Narail,Kalia,  Khasial Union ,406528,*Putimari,Putimari,0.00374587
West,Narail,Kalia,  Khasial Union ,406528,*Shibanandapur,Shibanandapur,0.003730884
West,Narail,Kalia,  Khasial Union ,406528,*Suriganti,Suriganti,0.004226812
West,Narail,Kalia,  Khasial Union ,406528,*Talbaria,Pechi Dumuria,0.004336054
West,Narail,Kalia,  Khasial Union ,406528,*Talbaria,Talbaria,0.008234144
West,Narail,Kalia,  Khasial Union ,406528,*Tona,Tona,0.004657387
West,Narail,Kalia,  Mauli Union,406528,*Baghbaria,Gobradanga,0.004629603
West,Narail,Kalia,  Mauli Union,406528,*Brihachlia (Part),Brihachlia (Part),0.003849325
West,Narail,Kalia,  Mauli Union,406528,*Ghasibaria,Ghasibaria,0.004047329
West,Narail,Kalia,  Mauli Union,406528,*Gandhabaria,Gandhabaria,0.003990671
West,Narail,Kalia,  Mauli Union,406528,*Gandhabaria,Islampur,0.003361145
West,Narail,Kalia,  Mauli Union,406528,*Kalagachhi,Kalagachhi,0.003251882
West,Narail,Kalia,  Mauli Union,406528,*Kathadura,Kathadura,0.003429782
West,Narail,Kalia,  Mauli Union,406528,*Mahajan,Mahajan,0.003582648
